fecha_utc,parte,modelo_id,modelo,backend,parametros,caso,variante,corrida,tokens_entrada,tokens_salida,tokens_razonamiento,latencia_s,salida,prediccion,esperado,acierto,costo_usd,error,nota
2026-09-20T00:53:02+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",M2,4b_modo-JSON,2,38,8,0,1.0235,"{""answer"": 2160}",2160,2160,1,1.05e-05,,
2026-09-20T00:53:02+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",D1,4b_modo-JSON,0,38,8,0,0.8568,"{""answer"": 76526}",76526,76626,0,1.05e-05,,
2026-09-20T00:53:02+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",D1,4b_modo-JSON,1,38,8,0,0.9121,"{""answer"": 76526}",76526,76626,0,1.05e-05,,
2026-09-20T00:53:02+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",D1,4b_modo-JSON,2,38,8,0,0.8767,"{""answer"": 76526}",76526,76626,0,1.05e-05,,
2026-09-20T00:53:03+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",D2,4b_modo-JSON,0,38,8,0,0.7685,"{""answer"": 63424}",63424,63344,0,1.05e-05,,
2026-09-20T00:53:03+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",D2,4b_modo-JSON,1,38,8,0,0.7605,"{""answer"": 63424}",63424,63344,0,1.05e-05,,
2026-09-20T00:53:03+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",D3,4b_modo-JSON,0,38,8,0,0.7736,"{""answer"": 172488}",172488,172568,0,1.05e-05,,
2026-09-20T00:53:03+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",D2,4b_modo-JSON,2,38,8,0,1.0136,"{""answer"": 63424}",63424,63344,0,1.05e-05,,
2026-09-20T00:53:03+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",D3,4b_modo-JSON,1,38,8,0,0.842,"{""answer"": 172488}",172488,172568,0,1.05e-05,,
2026-09-20T00:53:04+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",D3,4b_modo-JSON,2,38,8,0,0.8624,"{""answer"": 172488}",172488,172568,0,1.05e-05,,
2026-09-20T00:53:04+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",X1,4b_modo-JSON,0,39,8,0,0.9237,"{""answer"":5027520}",5027520,5021952,0,1.065e-05,,
2026-09-20T00:53:04+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",X1,4b_modo-JSON,1,39,8,0,0.8145,"{""answer"":5027520}",5027520,5021952,0,1.065e-05,,
2026-09-20T00:53:04+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",X1,4b_modo-JSON,2,39,8,0,0.8887,"{""answer"":5027520}",5027520,5021952,0,1.065e-05,,
2026-09-20T00:53:05+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",X2,4b_modo-JSON,0,39,8,0,0.8519,"{""answer"":3862035}",3862035,3863735,0,1.065e-05,,
2026-09-20T00:53:05+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",X2,4b_modo-JSON,1,39,8,0,0.8029,"{""answer"":3862035}",3862035,3863735,0,1.065e-05,,
2026-09-20T00:53:05+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",X2,4b_modo-JSON,2,39,8,0,0.8303,"{""answer"":3862035}",3862035,3863735,0,1.065e-05,,
2026-09-20T00:53:05+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",P1,4b_modo-JSON,0,45,7,0,0.9446,"{""answer"": 429}",429,419,0,1.095e-05,,
2026-09-20T00:53:05+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",P1,4b_modo-JSON,1,45,7,0,0.8677,"{""answer"": 429}",429,419,0,1.095e-05,,
2026-09-20T00:53:06+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""type"": ""json_object""}}",P1,4b_modo-JSON,2,45,7,0,0.8626,"{""answer"": 429}",429,419,0,1.095e-05,,
2026-09-20T00:53:06+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",F1,4c_esquema-estricto,0,64,7,0,0.7825,"{""answer"":8203}",8203,8393,0,1.38e-05,,
2026-09-20T00:53:06+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",F1,4c_esquema-estricto,1,64,7,0,0.9605,"{""answer"":8203}",8203,8393,0,1.38e-05,,
2026-09-20T00:53:06+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",F1,4c_esquema-estricto,2,64,7,0,0.7472,"{""answer"":8203}",8203,8393,0,1.38e-05,,
2026-09-20T00:53:06+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",F2,4c_esquema-estricto,1,64,6,0,0.8011,"{""answer"":311}",311,311,1,1.32e-05,,
2026-09-20T00:53:07+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",F2,4c_esquema-estricto,0,64,6,0,0.9639,"{""answer"":311}",311,311,1,1.32e-05,,
2026-09-20T00:53:07+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",F2,4c_esquema-estricto,2,64,6,0,1.1217,"{""answer"":311}",311,311,1,1.32e-05,,
2026-09-20T00:53:07+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",M1,4c_esquema-estricto,2,60,6,0,0.7349,"{""answer"":731}",731,731,1,1.26e-05,,
2026-09-20T00:53:07+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",M1,4c_esquema-estricto,1,60,6,0,0.8655,"{""answer"":731}",731,731,1,1.26e-05,,
2026-09-20T00:53:08+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",M1,4c_esquema-estricto,0,60,6,0,1.3922,"{""answer"":731}",731,731,1,1.26e-05,,
2026-09-20T00:53:08+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",M2,4c_esquema-estricto,0,60,7,0,0.795,"{""answer"":2160}",2160,2160,1,1.32e-05,,
2026-09-20T00:53:08+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",M2,4c_esquema-estricto,1,60,7,0,0.8234,"{""answer"":2160}",2160,2160,1,1.32e-05,,
2026-09-20T00:53:08+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",M2,4c_esquema-estricto,2,60,7,0,0.8554,"{""answer"":2160}",2160,2160,1,1.32e-05,,
2026-09-20T00:53:08+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",D1,4c_esquema-estricto,0,60,7,0,0.7144,"{""answer"":76526}",76526,76626,0,1.32e-05,,
2026-09-20T00:53:09+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",D1,4c_esquema-estricto,2,60,7,0,0.7467,"{""answer"":76526}",76526,76626,0,1.32e-05,,
2026-09-20T00:53:09+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",D1,4c_esquema-estricto,1,60,7,0,0.8344,"{""answer"":76526}",76526,76626,0,1.32e-05,,
2026-09-20T00:53:09+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",D2,4c_esquema-estricto,0,60,7,0,0.8792,"{""answer"":63424}",63424,63344,0,1.32e-05,,
2026-09-20T00:53:09+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",D2,4c_esquema-estricto,1,60,7,0,0.8453,"{""answer"":63424}",63424,63344,0,1.32e-05,,
2026-09-20T00:53:10+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",D3,4c_esquema-estricto,0,60,7,0,0.9212,"{""answer"":172488}",172488,172568,0,1.32e-05,,
2026-09-20T00:53:10+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",D2,4c_esquema-estricto,2,60,7,0,0.9783,"{""answer"":63424}",63424,63344,0,1.32e-05,,
2026-09-20T00:53:10+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",D3,4c_esquema-estricto,2,60,7,0,1.0823,"{""answer"":172488}",172488,172568,0,1.32e-05,,
2026-09-20T00:53:10+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",D3,4c_esquema-estricto,1,60,7,0,1.2278,"{""answer"":172488}",172488,172568,0,1.32e-05,,
2026-09-20T00:53:11+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",X1,4c_esquema-estricto,0,61,8,0,0.9192,"{""answer"":5027520}",5027520,5021952,0,1.395e-05,,
2026-09-20T00:53:11+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",X1,4c_esquema-estricto,1,61,8,0,0.9262,"{""answer"":5027520}",5027520,5021952,0,1.395e-05,,
2026-09-20T00:53:11+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",X2,4c_esquema-estricto,0,61,8,0,0.8624,"{""answer"":3862035}",3862035,3863735,0,1.395e-05,,
2026-09-20T00:53:11+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",X1,4c_esquema-estricto,2,61,8,0,0.9122,"{""answer"":5027520}",5027520,5021952,0,1.395e-05,,
2026-09-20T00:53:12+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",X2,4c_esquema-estricto,2,61,8,0,0.8103,"{""answer"":3862035}",3862035,3863735,0,1.395e-05,,
2026-09-20T00:53:12+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",X2,4c_esquema-estricto,1,61,8,0,0.8695,"{""answer"":3862035}",3862035,3863735,0,1.395e-05,,
2026-09-20T00:53:12+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",P1,4c_esquema-estricto,0,67,6,0,0.7143,"{""answer"":429}",429,419,0,1.365e-05,,
2026-09-20T00:53:12+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",P1,4c_esquema-estricto,1,67,6,0,0.7704,"{""answer"":429}",429,419,0,1.365e-05,,
2026-09-20T00:53:12+00:00,3,propietario_economico,gpt-4o-mini,openai,"{""max_output_tokens"": 200, ""temperature"": 0, ""text_format"": {""name"": ""respuesta"", ""schema"": {""additionalProperties"": false, ""properties"": {""answer"": {""type"": ""integer""}}, ""required"": [""answer""], ""type"": ""object""}, ""strict"": true, ""type"": ""json_schema""}}",P1,4c_esquema-estricto,2,67,6,0,0.8298,"{""answer"":429}",429,419,0,1.365e-05,,
2026-09-20T00:54:35+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",F1,none|sonda,0,43,6,0,1.6065,8393,8393,8393,1,1.58e-05,,
2026-09-20T00:54:36+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""low"", ""max_output_tokens"": 16000}",F1,low|sonda,0,43,32,24,1.0366,8393,8393,8393,1,4.7e-05,,
2026-09-20T00:54:37+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""medium"", ""max_output_tokens"": 16000}",F1,medium|sonda,0,43,34,26,1.2956,8393,8393,8393,1,4.94e-05,,
2026-09-20T00:54:38+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""high"", ""max_output_tokens"": 16000}",F1,high|sonda,0,43,34,26,1.2349,8393,8393,8393,1,4.94e-05,,
2026-09-20T00:54:39+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""xhigh"", ""max_output_tokens"": 16000}",F1,xhigh|sonda,0,43,38,30,0.9065,8393,8393,8393,1,5.42e-05,,
2026-09-20T00:54:40+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",F1,max|sonda,0,43,39,31,1.3088,8393,8393,8393,1,5.54e-05,,
2026-09-20T00:54:42+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",F1,max,0,43,38,30,1.2174,8393,8393,8393,1,5.42e-05,,
2026-09-20T00:54:43+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",F2,max,0,43,36,29,1.0893,311,311,311,1,5.18e-05,,
2026-09-20T00:54:44+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",M1,max,0,39,39,32,1.4918,731,731,731,1,5.46e-05,,
2026-09-20T00:54:45+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",M2,max,0,39,30,22,1.2655,2160,2160,2160,1,4.38e-05,,
2026-09-20T00:54:47+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",D1,max,0,39,44,36,1.0408,76626,76626,76626,1,6.06e-05,,
2026-09-20T00:54:48+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",D2,max,0,39,45,37,1.3561,63344,63344,63344,1,6.18e-05,,
2026-09-20T00:54:49+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",D3,max,0,39,46,38,1.0535,172568,172568,172568,1,6.3e-05,,
2026-09-20T00:54:51+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",X1,max,0,40,58,49,2.2559,5021952,5021952,5021952,1,7.76e-05,,
2026-09-20T00:54:53+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",X2,max,0,40,106,97,1.4965,3863735,3863735,3863735,1,0.0001352,,
2026-09-20T00:54:54+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""max"", ""max_output_tokens"": 16000}",P1,max,0,46,35,28,1.1786,419,419,419,1,5.12e-05,,
2026-09-20T00:54:55+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",F1,none,0,43,6,0,0.9009,8393,8393,8393,1,1.58e-05,,
2026-09-20T00:54:56+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",F2,none,0,43,5,0,0.8725,311,311,311,1,1.46e-05,,
2026-09-20T00:54:57+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",M1,none,0,39,5,0,0.9073,731,731,731,1,1.38e-05,,
2026-09-20T00:54:57+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",M2,none,0,39,6,0,0.8198,2160,2160,2160,1,1.5e-05,,
2026-09-20T00:54:58+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",D1,none,0,39,6,0,1.0335,76626,76626,76626,1,1.5e-05,,
2026-09-20T00:55:00+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",D2,none,0,39,6,0,1.2686,63344,63344,63344,1,1.5e-05,,
2026-09-20T00:55:01+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",D3,none,0,39,6,0,1.2849,172568,172568,172568,1,1.5e-05,,
2026-09-20T00:55:02+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",X1,none,0,40,7,0,1.212,5011952,5011952,5021952,0,1.64e-05,,
2026-09-20T00:55:03+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",X2,none,0,40,7,0,0.9221,3863735,3863735,3863735,1,1.64e-05,,
2026-09-20T00:55:04+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",P1,none,0,46,5,0,0.8293,419,419,419,1,1.52e-05,,
2026-09-20T00:55:05+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",F1,none,1,43,6,0,0.9114,8393,8393,8393,1,1.58e-05,,
2026-09-20T00:55:06+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",F2,none,1,43,5,0,0.918,311,311,311,1,1.46e-05,,
2026-09-20T00:55:07+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",M1,none,1,39,5,0,1.0217,731,731,731,1,1.38e-05,,
2026-09-20T00:55:08+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",M2,none,1,39,6,0,0.8156,2160,2160,2160,1,1.5e-05,,
2026-09-20T00:55:09+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",D1,none,1,39,6,0,1.0199,76626,76626,76626,1,1.5e-05,,
2026-09-20T00:55:10+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",D2,none,1,39,6,0,1.1536,63344,63344,63344,1,1.5e-05,,
2026-09-20T00:55:11+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",D3,none,1,39,6,0,0.7987,172568,172568,172568,1,1.5e-05,,
2026-09-20T00:55:12+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",X1,none,1,40,7,0,0.9727,5011952,5011952,5021952,0,1.64e-05,,
2026-09-20T00:55:13+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",X2,none,1,40,7,0,0.9621,3863735,3863735,3863735,1,1.64e-05,,
2026-09-20T00:55:13+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",P1,none,1,46,5,0,0.7925,419,419,419,1,1.52e-05,,
2026-09-20T00:55:14+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",F1,none,2,43,6,0,1.0435,8393,8393,8393,1,1.58e-05,,
2026-09-20T00:55:16+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",F2,none,2,43,5,0,1.1223,311,311,311,1,1.46e-05,,
2026-09-20T00:55:16+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",M1,none,2,39,5,0,0.9253,731,731,731,1,1.38e-05,,
2026-09-20T00:55:17+00:00,4a,openai_razonamiento,gpt-5.6-luna,openai,"{""effort"": ""none"", ""max_output_tokens"": 16000}",M2,none,2,39,6,0,1.0164,2160,2160,2160,1,1.5e-05,,
